condition,symptom,probability
Psychotic disorder,hysterical_behavior,5.0
Psychotic disorder,insomnia,16.0
Psychotic disorder,temper_problems,10.0
Pterygium,acne_or_pimples,8.0
Pterygium,diminished_vision,46.0
Pterygium,eye_burns_or_stings,27.0
Pterygium,eye_redness,52.0
Pterygium,eyelid_swelling,8.0
Pterygium,foreign_body_sensation_in_eye,27.0
Pterygium,irregular_appearing_scalp,8.0
Pterygium,itchiness_of_eye,31.0
Pterygium,lacrimation,31.0
Pterygium,pain_in_eye,56.0
Pterygium,spots_or_clouds_in_vision,15.0
Pterygium,symptoms_of_eye,56.0
Pulmonary congestion,chest_tightness,27.0
Pulmonary congestion,congestion_in_chest,27.0
Pulmonary congestion,cough,56.0
Pulmonary congestion,decreased_heart_rate,8.0
Pulmonary congestion,difficulty_breathing,56.0
Pulmonary congestion,fever,31.0
Pulmonary congestion,fluid_retention,15.0
Pulmonary congestion,leg_swelling,15.0
Pulmonary congestion,nasal_congestion,39.0
Pulmonary congestion,sharp_chest_pain,65.0
Pulmonary congestion,shortness_of_breath,85.0
Pulmonary congestion,weakness,21.0
Pulmonary embolism,back_pain,24.0
Pulmonary embolism,chest_tightness,17.0
Pulmonary embolism,cough,29.0
Pulmonary embolism,difficulty_breathing,35.0
Pulmonary embolism,hemoptysis,15.0
Pulmonary embolism,leg_pain,24.0
Pulmonary embolism,leg_swelling,13.0
Pulmonary embolism,sharp_chest_pain,65.0
Pulmonary embolism,shortness_of_breath,73.0
Pulmonary embolism,side_pain,23.0
Pulmonary embolism,sweating,10.0
Pulmonary embolism,weakness,21.0
Pulmonary eosinophilia,ache_all_over,30.0
Pulmonary eosinophilia,cough,83.0
Pulmonary eosinophilia,difficulty_breathing,30.0
Pulmonary eosinophilia,dizziness,30.0
Pulmonary eosinophilia,fever,74.0
Pulmonary eosinophilia,fluid_retention,18.0
Pulmonary eosinophilia,nasal_congestion,63.0
Pulmonary eosinophilia,nosebleed,18.0
Pulmonary eosinophilia,paresthesia,18.0
Pulmonary eosinophilia,redness_in_ear,18.0
Pulmonary eosinophilia,sharp_chest_pain,40.0
Pulmonary eosinophilia,shortness_of_breath,76.0
Pulmonary fibrosis,chest_tightness,11.0
Pulmonary fibrosis,cough,62.0
Pulmonary fibrosis,coughing_up_sputum,11.0
Pulmonary fibrosis,difficulty_breathing,37.0
Pulmonary fibrosis,fainting,20.0
Pulmonary fibrosis,fever,24.0
Pulmonary fibrosis,hemoptysis,11.0
Pulmonary fibrosis,hurts_to_breath,11.0
Pulmonary fibrosis,itchiness_of_eye,11.0
Pulmonary fibrosis,palpitations,11.0
Pulmonary fibrosis,sharp_chest_pain,39.0
Pulmonary fibrosis,shortness_of_breath,78.0
Pulmonary hypertension,apnea,13.0
Pulmonary hypertension,cough,25.0
Pulmonary hypertension,difficulty_breathing,39.0
Pulmonary hypertension,fatigue,33.0
Pulmonary hypertension,feeling_ill,16.0
Pulmonary hypertension,hemoptysis,5.0
Pulmonary hypertension,hurts_to_breath,13.0
Pulmonary hypertension,palpitations,9.0
Pulmonary hypertension,peripheral_edema,16.0
Pulmonary hypertension,sharp_chest_pain,31.0
Pulmonary hypertension,shortness_of_breath,68.0
Pulmonary hypertension,wheezing,16.0
Pulmonic valve disease,elbow_cramps_or_spasms,3.0
Pulmonic valve disease,elbow_weakness,3.0
Pulmonic valve disease,emotional_symptoms,3.0
Pulmonic valve disease,excessive_growth,3.0
Pulmonic valve disease,feeling_hot_and_cold,3.0
Pulmonic valve disease,lack_of_growth,40.0
Pulmonic valve disease,leg_pain,40.0
Pulmonic valve disease,low_back_pain,40.0
Pulmonic valve disease,low_back_weakness,3.0
Pulmonic valve disease,nailbiting,3.0
Pulmonic valve disease,shortness_of_breath,40.0
Pulmonic valve disease,wrist_weakness,3.0
Pyelonephritis,back_pain,68.0
Pyelonephritis,blood_in_urine,30.0
Pyelonephritis,fever,70.0
Pyelonephritis,frequent_urination,28.0
Pyelonephritis,low_back_pain,40.0
Pyelonephritis,lower_abdominal_pain,32.0
Pyelonephritis,nausea,56.0
Pyelonephritis,painful_urination,52.0
Pyelonephritis,sharp_abdominal_pain,70.0
Pyelonephritis,side_pain,75.0
Pyelonephritis,suprapubic_pain,29.0
Pyelonephritis,vomiting,57.0
Pyloric stenosis,arm_stiffness_or_tightness,21.0
Pyloric stenosis,burning_abdominal_pain,21.0
Pyloric stenosis,cough,35.0
Pyloric stenosis,infant_spitting_up,35.0
Pyloric stenosis,pain_during_pregnancy,21.0
Pyloric stenosis,regurgitation,21.0
Pyloric stenosis,restlessness,21.0
Pyloric stenosis,sharp_abdominal_pain,35.0
Pyloric stenosis,symptoms_of_infants,21.0
Pyloric stenosis,vomiting,84.0
Pyloric stenosis,vomiting_blood,35.0
Pyloric stenosis,wheezing,21.0
Pyogenic skin infection,abnormal_appearing_skin,46.0
Pyogenic skin infection,foot_or_toe_pain,24.0
Pyogenic skin infection,foot_or_toe_swelling,16.0
Pyogenic skin infection,hand_or_finger_pain,17.0
Pyogenic skin infection,hand_or_finger_swelling,19.0
Pyogenic skin infection,leg_pain,30.0
Pyogenic skin infection,leg_swelling,25.0
Pyogenic skin infection,peripheral_edema,23.0
Pyogenic skin infection,skin_lesion,35.0
Pyogenic skin infection,skin_on_leg_or_foot_looks_infected,24.0
Pyogenic skin infection,skin_rash,29.0
Pyogenic skin infection,skin_swelling,20.0
Rabies,ankle_pain,91.0
Rabies,excessive_anger,91.0
Rabies,excessive_urination_at_night,91.0
Rabies,facial_pain,91.0
Rabies,fatigue,91.0
Rabies,joint_stiffness_or_tightness,91.0
Rabies,knee_lump_or_mass,91.0
Rabies,pain_during_pregnancy,91.0
Rabies,pain_in_eye,91.0
Rabies,pain_or_soreness_of_breast,91.0
Rabies,shoulder_cramps_or_spasms,91.0
Rabies,wrist_pain,91.0
Raynaud disease,abnormal_appearing_skin,34.0
Raynaud disease,ache_all_over,25.0
Raynaud disease,back_pain,25.0
Raynaud disease,hand_or_finger_pain,25.0
Raynaud disease,hand_or_finger_swelling,34.0
Raynaud disease,loss_of_sensation,47.0
Raynaud disease,muscle_pain,25.0
Raynaud disease,paresthesia,34.0
Raynaud disease,poor_circulation,34.0
Raynaud disease,skin_lesion,25.0
Raynaud disease,symptoms_of_eye,25.0
Raynaud disease,wrist_swelling,25.0
Reactive arthritis,ache_all_over,77.0
Reactive arthritis,back_pain,77.0
Reactive arthritis,excessive_growth,11.0
Reactive arthritis,hip_pain,77.0
Reactive arthritis,knee_lump_or_mass,11.0
Reactive arthritis,knee_pain,77.0
Reactive arthritis,loss_of_sex_drive,11.0
Reactive arthritis,nailbiting,11.0
Reactive arthritis,neck_cramps_or_spasms,11.0
Reactive arthritis,shoulder_swelling,11.0
Reactive arthritis,vulvar_sore,11.0
Reactive arthritis,wrist_weakness,11.0
Rectal disorder,blood_in_stool,67.0
Rectal disorder,burning_abdominal_pain,20.0
Rectal disorder,changes_in_stool_appearance,7.0
Rectal disorder,constipation,32.0
Rectal disorder,cramps_and_spasms,6.0
Rectal disorder,diarrhea,35.0
Rectal disorder,heartburn,7.0
Rectal disorder,itching_of_the_anus,8.0
Rectal disorder,melena,12.0
Rectal disorder,pain_of_the_anus,61.0
Rectal disorder,rectal_bleeding,86.0
Rectal disorder,sharp_abdominal_pain,56.0
Restless leg syndrome,abnormal_breathing_sounds,32.0
Restless leg syndrome,abnormal_involuntary_movements,77.0
Restless leg syndrome,apnea,33.0
Restless leg syndrome,back_pain,25.0
Restless leg syndrome,depression,29.0
Restless leg syndrome,difficulty_breathing,25.0
Restless leg syndrome,fatigue,32.0
Restless leg syndrome,headache,39.0
Restless leg syndrome,insomnia,25.0
Restless leg syndrome,leg_pain,49.0
Restless leg syndrome,loss_of_sensation,25.0
Restless leg syndrome,sleepiness,37.0
Retinal detachment,abnormal_movement_of_eyelid,6.0
Retinal detachment,bleeding_from_eye,6.0
Retinal detachment,blindness,39.0
Retinal detachment,cloudy_eye,6.0
Retinal detachment,diminished_vision,64.0
Retinal detachment,double_vision,6.0
Retinal detachment,eye_burns_or_stings,10.0
Retinal detachment,itchiness_of_eye,15.0
Retinal detachment,lacrimation,10.0
Retinal detachment,pain_in_eye,22.0
Retinal detachment,spots_or_clouds_in_vision,66.0
Retinal detachment,symptoms_of_eye,32.0
Retinopathy due to high blood pressure,blindness,8.0
Retinopathy due to high blood pressure,diminished_vision,70.0
Retinopathy due to high blood pressure,eye_redness,15.0
Retinopathy due to high blood pressure,foreign_body_sensation_in_eye,15.0
Retinopathy due to high blood pressure,irregular_appearing_nails,8.0
Retinopathy due to high blood pressure,itchiness_of_eye,21.0
Retinopathy due to high blood pressure,lacrimation,8.0
Retinopathy due to high blood pressure,mass_on_eyelid,15.0
Retinopathy due to high blood pressure,pain_in_eye,21.0
Retinopathy due to high blood pressure,pus_draining_from_ear,8.0
Retinopathy due to high blood pressure,spots_or_clouds_in_vision,38.0
Retinopathy due to high blood pressure,symptoms_of_eye,35.0
Rhabdomyolysis,ache_all_over,31.0
Rhabdomyolysis,arm_pain,48.0
Rhabdomyolysis,depressive_or_psychotic_symptoms,54.0
Rhabdomyolysis,fatigue,31.0
Rhabdomyolysis,headache,31.0
Rhabdomyolysis,hoarse_voice,18.0
Rhabdomyolysis,leg_pain,31.0
Rhabdomyolysis,loss_of_sensation,31.0
Rhabdomyolysis,peripheral_edema,31.0
Rhabdomyolysis,sharp_chest_pain,59.0
Rhabdomyolysis,vomiting,31.0
Rhabdomyolysis,weakness,31.0
Rheumatic fever,bedwetting,14.0
Rheumatic fever,excessive_growth,14.0
Rheumatic fever,eye_strain,14.0
Rheumatic fever,itchiness_of_eye,84.0
Rheumatic fever,joint_stiffness_or_tightness,14.0
Rheumatic fever,knee_lump_or_mass,14.0
Rheumatic fever,loss_of_sex_drive,14.0
Rheumatic fever,nailbiting,14.0
Rheumatic fever,neck_cramps_or_spasms,14.0
Rheumatic fever,pelvic_pressure,14.0
Rheumatic fever,shoulder_swelling,14.0
Rheumatic fever,vulvar_sore,14.0
Rheumatoid arthritis,ache_all_over,29.0
Rheumatoid arthritis,elbow_swelling,4.0
Rheumatoid arthritis,hand_or_finger_pain,28.0
Rheumatoid arthritis,hand_or_finger_swelling,9.0
Rheumatoid arthritis,hand_or_finger_weakness,4.0
Rheumatoid arthritis,joint_pain,43.0
Rheumatoid arthritis,joint_swelling,5.0
Rheumatoid arthritis,knee_pain,42.0
Rheumatoid arthritis,peripheral_edema,13.0
Rheumatoid arthritis,stiffness_all_over,3.0
Rheumatoid arthritis,wrist_pain,15.0
Rheumatoid arthritis,wrist_swelling,3.0
Rocky Mountain spotted fever,ankle_pain,32.0
Rocky Mountain spotted fever,excessive_anger,32.0
Rocky Mountain spotted fever,facial_pain,32.0
Rocky Mountain spotted fever,fatigue,32.0
Rocky Mountain spotted fever,headache,100.0
Rocky Mountain spotted fever,joint_stiffness_or_tightness,32.0
Rocky Mountain spotted fever,knee_lump_or_mass,32.0
Rocky Mountain spotted fever,pain_during_pregnancy,32.0
Rocky Mountain spotted fever,pain_in_eye,32.0
Rocky Mountain spotted fever,pain_or_soreness_of_breast,32.0
Rocky Mountain spotted fever,shoulder_cramps_or_spasms,32.0
Rocky Mountain spotted fever,wrist_pain,32.0
Rosacea,abnormal_appearing_skin,61.0
Rosacea,acne_or_pimples,52.0
Rosacea,itching_of_skin,18.0
Rosacea,lymphedema,10.0
Rosacea,skin_dryness_peeling_scaliness_or_roughness,42.0
Rosacea,skin_growth,25.0
Rosacea,skin_lesion,39.0
Rosacea,skin_moles,20.0
Rosacea,skin_rash,61.0
Rosacea,skin_swelling,31.0
Rosacea,symptoms_of_eye,13.0
Rosacea,warts,13.0
Rotator cuff injury,abnormal_appearing_tongue,2.0
Rotator cuff injury,arm_cramps_or_spasms,4.0
Rotator cuff injury,arm_pain,31.0
Rotator cuff injury,arm_stiffness_or_tightness,4.0
Rotator cuff injury,hand_or_finger_stiffness_or_tightness,2.0
Rotator cuff injury,leg_cramps_or_spasms,2.0
Rotator cuff injury,neck_stiffness_or_tightness,4.0
Rotator cuff injury,shoulder_pain,94.0
Rotator cuff injury,shoulder_stiffness_or_tightness,18.0
Rotator cuff injury,shoulder_swelling,2.0
Rotator cuff injury,shoulder_weakness,9.0
Rotator cuff injury,tongue_lesions,2.0
Salivary gland disorder,cough,24.0
Salivary gland disorder,ear_pain,35.0
Salivary gland disorder,facial_pain,30.0
Salivary gland disorder,jaw_swelling,24.0
Salivary gland disorder,mouth_dryness,24.0
Salivary gland disorder,neck_mass,35.0
Salivary gland disorder,neck_swelling,24.0
Salivary gland disorder,peripheral_edema,44.0
Salivary gland disorder,skin_swelling,24.0
Salivary gland disorder,sore_throat,44.0
Salivary gland disorder,swollen_lymph_nodes,35.0
Salivary gland disorder,throat_feels_tight,30.0
Sarcoidosis,chest_tightness,14.0
Sarcoidosis,cough,53.0
Sarcoidosis,facial_pain,10.0
Sarcoidosis,fatigue,28.0
Sarcoidosis,headache,25.0
Sarcoidosis,muscle_pain,10.0
Sarcoidosis,pain_in_eye,18.0
Sarcoidosis,paresthesia,10.0
Sarcoidosis,peripheral_edema,21.0
Sarcoidosis,sharp_chest_pain,28.0
Sarcoidosis,shortness_of_breath,46.0
Sarcoidosis,wheezing,18.0
Scabies,abnormal_appearing_skin,21.0
Scabies,diaper_rash,6.0
Scabies,foot_or_toe_swelling,6.0
Scabies,itching_of_skin,71.0
Scabies,itchy_scalp,3.0
Scabies,pain_in_gums,3.0
Scabies,penis_redness,3.0
Scabies,problems_during_pregnancy,9.0
Scabies,skin_dryness_peeling_scaliness_or_roughness,6.0
Scabies,skin_rash,96.0
Scabies,skin_swelling,26.0
Scabies,unpredictable_menstruation,3.0
Scar,abnormal_appearing_skin,26.0
Scar,acne_or_pimples,34.0
Scar,itching_of_skin,24.0
Scar,lip_swelling,8.0
Scar,lump_or_mass_of_breast,8.0
Scar,mass_on_ear,10.0
Scar,skin_dryness_peeling_scaliness_or_roughness,12.0
Scar,skin_growth,19.0
Scar,skin_lesion,34.0
Scar,skin_moles,12.0
Scar,skin_pain,10.0
Scar,skin_swelling,10.0
Scarlet fever,coryza,21.0
Scarlet fever,cough,39.0
Scarlet fever,difficulty_in_swallowing,8.0
Scarlet fever,fever,86.0
Scarlet fever,groin_pain,8.0
Scarlet fever,mouth_pain,8.0
Scarlet fever,penis_pain,8.0
Scarlet fever,sinus_congestion,8.0
Scarlet fever,skin_rash,94.0
Scarlet fever,skin_swelling,21.0
Scarlet fever,sore_throat,81.0
Scarlet fever,throat_swelling,8.0
Schizophrenia,anxiety_and_nervousness,32.0
Schizophrenia,delusions_or_hallucinations,56.0
Schizophrenia,depression,43.0
Schizophrenia,depressive_or_psychotic_symptoms,60.0
Schizophrenia,drug_abuse,14.0
Schizophrenia,excessive_anger,6.0
Schizophrenia,fears_and_phobias,18.0
Schizophrenia,hostile_behavior,31.0
Schizophrenia,hysterical_behavior,3.0
Schizophrenia,insomnia,14.0
Schizophrenia,low_self_esteem,2.0
Schizophrenia,temper_problems,8.0
Sciatica,back_cramps_or_spasms,4.0
Sciatica,back_pain,81.0
Sciatica,hip_pain,56.0
Sciatica,leg_cramps_or_spasms,3.0
Sciatica,leg_pain,81.0
Sciatica,leg_weakness,6.0
Sciatica,loss_of_sensation,28.0
Sciatica,low_back_pain,76.0
Sciatica,lower_body_pain,49.0
Sciatica,paresthesia,11.0
Sciatica,problems_with_movement,11.0
Sciatica,unusual_color_or_odor_to_urine,2.0
Scleritis,abnormal_appearing_skin,19.0
Scleritis,abnormal_involuntary_movements,19.0
Scleritis,cloudy_eye,19.0
Scleritis,eye_redness,76.0
Scleritis,foreign_body_sensation_in_eye,19.0
Scleritis,headache,42.0
Scleritis,lacrimation,42.0
Scleritis,pain_during_pregnancy,19.0
Scleritis,pain_in_eye,83.0
Scleritis,spots_or_clouds_in_vision,32.0
Scleritis,symptoms_of_eye,19.0
Scleritis,vaginal_itching,19.0
Scleroderma,abnormal_appearing_skin,35.0
Scleroderma,acne_or_pimples,10.0
Scleroderma,feeling_ill,10.0
Scleroderma,irregular_appearing_scalp,10.0
Scleroderma,itching_of_skin,32.0
Scleroderma,lip_swelling,15.0
Scleroderma,skin_dryness_peeling_scaliness_or_roughness,42.0
Scleroderma,skin_growth,30.0
Scleroderma,skin_irritation,13.0
Scleroderma,skin_lesion,53.0
Scleroderma,skin_rash,53.0
Scleroderma,warts,13.0
Scoliosis,back_pain,66.0
Scoliosis,foot_or_toe_stiffness_or_tightness,2.0
Scoliosis,knee_stiffness_or_tightness,2.0
Scoliosis,knee_swelling,4.0
Scoliosis,leg_pain,31.0
Scoliosis,leg_weakness,4.0
Scoliosis,low_back_pain,51.0
Scoliosis,lower_body_pain,8.0
Scoliosis,muscle_cramps_contractures_or_spasms,2.0
Scoliosis,problems_with_movement,16.0
Scoliosis,stomach_bloating,2.0
Scoliosis,unusual_color_or_odor_to_urine,2.0
Scurvy,bedwetting,20.0
Scurvy,excessive_growth,20.0
Scurvy,eye_strain,20.0
Scurvy,joint_stiffness_or_tightness,20.0
Scurvy,knee_lump_or_mass,20.0
Scurvy,loss_of_sex_drive,20.0
Scurvy,neck_cramps_or_spasms,20.0
Scurvy,pelvic_pressure,20.0
Scurvy,sharp_abdominal_pain,91.0
Scurvy,shoulder_swelling,20.0
Scurvy,skin_moles,91.0
Scurvy,vulvar_sore,20.0
Seasonal allergies (hay fever),allergic_reaction,53.0
Seasonal allergies (hay fever),coryza,21.0
Seasonal allergies (hay fever),cough,65.0
Seasonal allergies (hay fever),ear_pain,30.0
Seasonal allergies (hay fever),frontal_headache,15.0
Seasonal allergies (hay fever),headache,32.0
Seasonal allergies (hay fever),itchiness_of_eye,20.0
Seasonal allergies (hay fever),lacrimation,13.0
Seasonal allergies (hay fever),nasal_congestion,72.0
Seasonal allergies (hay fever),painful_sinuses,13.0
Seasonal allergies (hay fever),sneezing,25.0
Seasonal allergies (hay fever),sore_throat,45.0
Sebaceous cyst,abnormal_appearing_skin,28.0
Sebaceous cyst,acne_or_pimples,16.0
Sebaceous cyst,arm_lump_or_mass,14.0
Sebaceous cyst,back_mass_or_lump,18.0
Sebaceous cyst,hand_or_finger_lump_or_mass,9.0
Sebaceous cyst,irregular_appearing_scalp,12.0
Sebaceous cyst,lump_or_mass_of_breast,13.0
Sebaceous cyst,neck_mass,22.0
Sebaceous cyst,skin_growth,80.0
Sebaceous cyst,skin_lesion,31.0
Sebaceous cyst,skin_moles,13.0
Sebaceous cyst,skin_swelling,43.0
Seborrheic dermatitis,abnormal_appearing_skin,47.0
Seborrheic dermatitis,acne_or_pimples,32.0
Seborrheic dermatitis,dry_or_flaky_scalp,34.0
Seborrheic dermatitis,irregular_appearing_scalp,38.0
Seborrheic dermatitis,itching_of_skin,40.0
Seborrheic dermatitis,itchy_scalp,32.0
Seborrheic dermatitis,skin_dryness_peeling_scaliness_or_roughness,49.0
Seborrheic dermatitis,skin_growth,16.0
Seborrheic dermatitis,skin_lesion,28.0
Seborrheic dermatitis,skin_rash,74.0
Seborrheic dermatitis,symptoms_of_the_face,14.0
Seborrheic dermatitis,too_little_hair,24.0
Seborrheic keratosis,abnormal_appearing_skin,70.0
Seborrheic keratosis,acne_or_pimples,11.0
Seborrheic keratosis,irregular_appearing_scalp,16.0
Seborrheic keratosis,itching_of_skin,36.0
Seborrheic keratosis,skin_dryness_peeling_scaliness_or_roughness,36.0
Seborrheic keratosis,skin_growth,54.0
Seborrheic keratosis,skin_irritation,19.0
Seborrheic keratosis,skin_lesion,71.0
Seborrheic keratosis,skin_moles,56.0
Seborrheic keratosis,skin_rash,28.0
Seborrheic keratosis,skin_swelling,25.0
Seborrheic keratosis,warts,13.0
Sensorineural hearing loss,diminished_hearing,90.0
Sensorineural hearing loss,dizziness,48.0
Sensorineural hearing loss,ear_pain,39.0
Sensorineural hearing loss,fluid_in_ear,13.0
Sensorineural hearing loss,hoarse_voice,11.0
Sensorineural hearing loss,itchy_ears,9.0
Sensorineural hearing loss,nasal_congestion,25.0
Sensorineural hearing loss,neck_mass,4.0
Sensorineural hearing loss,plugged_feeling_in_ear,57.0
Sensorineural hearing loss,redness_in_ear,11.0
